method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,runtime_s,planning_calls,planning_time_s,cover_searches,failure
latest,n11_outer_ring_0,outer_ring,11,11,4244.354734949597,385.8504304499633,16326.773674747981,154,2,0.14445820001128595,0,0.0,0,
latest,n11_outer_ring_1,outer_ring,11,11,3309.4244824929815,300.8567711357256,12057.122412464909,139,6,0.15888400000403635,0,0.0,0,
latest,n11_outer_ring_2,outer_ring,11,11,3668.7897701714724,333.5263427428611,13943.94885085736,137,2,0.1792087000067113,0,0.0,0,
latest,n11_outer_ring_3,outer_ring,11,11,3269.4900673013844,297.22636975467134,11902.450336506927,139,2,0.1615194999903906,0,0.0,0,
latest,n11_two_clusters_0,two_clusters,11,11,2405.3344021848625,218.6667638349875,8021.672010924311,125,0,0.18223059999581892,0,0.0,0,
latest,n11_two_clusters_1,two_clusters,11,11,2450.4408585399315,222.7673507763574,8122.2042926996555,128,2,0.21745100000407547,0,0.0,0,
latest,n11_two_clusters_2,two_clusters,11,11,2771.2192285644082,251.92902077858255,9821.096142822038,126,1,0.18030279999948107,0,0.0,0,
latest,n11_two_clusters_3,two_clusters,11,11,2508.7085545385535,228.0644140489594,8473.542772692766,127,1,0.1985592999990331,0,0.0,0,
latest,n11_narrow_sector_0,narrow_sector,11,11,2368.616068327618,215.32873348432892,7998.080341638091,119,1,0.20406630000798032,0,0.0,0,
latest,n11_narrow_sector_1,narrow_sector,11,11,2410.351621110029,219.12287464636628,8636.758105550147,105,0,0.2075353999971412,0,0.0,0,
latest,n11_narrow_sector_2,narrow_sector,11,11,2564.9306772241594,233.1755161112872,8879.653386120795,122,2,0.21552660000452306,0,0.0,0,
latest,n11_narrow_sector_3,narrow_sector,11,11,2596.6563524801636,236.0596684072876,8983.281762400818,124,1,0.23096950000035577,0,0.0,0,
latest,n11_coverage_seams_0,coverage_seams,11,11,3818.580035829504,347.143639620864,14957.90017914752,127,6,0.151855300005991,0,0.0,0,
latest,n11_coverage_seams_1,coverage_seams,11,11,3382.73759318313,307.5215993802845,12118.687965915644,147,11,0.15194009999686386,0,0.0,0,
latest,n11_coverage_seams_2,coverage_seams,11,11,3438.982886570101,312.6348078700092,12674.914432850499,139,8,0.14766580000286922,0,0.0,0,
latest,n11_coverage_seams_3,coverage_seams,11,11,3466.3175428202353,315.1197766200214,12576.587714101182,147,8,0.13411549999727868,0,0.0,0,
latest,n12_uniform_disk_0,uniform_disk,12,12,2931.364086011699,244.28034050097492,10581.820430058495,126,1,0.18347150000045076,0,0.0,0,
latest,n12_uniform_disk_1,uniform_disk,12,12,3029.8029718637576,252.48358098864648,10674.014859318786,139,3,0.1659971999906702,0,0.0,0,
latest,n12_uniform_disk_2,uniform_disk,12,12,3179.685746453752,264.9738122044793,11773.428732268761,128,1,0.16975719999754801,0,0.0,0,
latest,n12_uniform_disk_3,uniform_disk,12,12,3324.1483078822775,277.0123589901898,12195.741539411389,139,0,0.1876551000023028,0,0.0,0,
latest,n12_outer_ring_0,outer_ring,12,12,3988.6241786969176,332.38534822474315,15428.120893484587,141,0,0.1507053000095766,0,0.0,0,
latest,n12_outer_ring_1,outer_ring,12,12,3368.5484533804947,280.7123711150412,12602.742266902467,131,4,0.17810010000539478,0,0.0,0,
latest,n12_outer_ring_2,outer_ring,12,12,3523.41566903232,293.61797241936,13212.078345161597,136,5,0.17863450000004377,0,0.0,0,
latest,n12_outer_ring_3,outer_ring,12,12,3847.2478340726725,320.6039861727227,14246.239170363362,156,3,0.15153859999554697,0,0.0,0,
latest,n12_two_clusters_0,two_clusters,12,12,2690.587473326673,224.21562277722273,9597.937366633361,119,0,0.16784319998987485,0,0.0,0,
latest,n12_two_clusters_1,two_clusters,12,12,2590.4435870624147,215.87029892186789,8727.217935312074,130,3,0.22999650001293048,0,0.0,0,
latest,n12_two_clusters_2,two_clusters,12,12,2474.78728538403,206.2322737820025,8493.93642692015,119,2,0.20625039999140427,0,0.0,0,
latest,n12_two_clusters_3,two_clusters,12,12,2345.6386709169874,195.4698892430823,7958.193354584939,116,0,0.18135690000781324,0,0.0,0,
latest,n12_narrow_sector_0,narrow_sector,12,12,2626.091735120945,218.8409779267454,9310.458675604725,118,0,0.22769739999785088,0,0.0,0,
latest,n12_narrow_sector_1,narrow_sector,12,12,2413.2483306212916,201.1040275517743,8391.241653106461,113,0,0.24373230000492185,0,0.0,0,
latest,n12_narrow_sector_2,narrow_sector,12,12,2550.1955220285267,212.51629350237724,9020.97761014263,115,1,0.21366809999744873,0,0.0,0,
latest,n12_narrow_sector_3,narrow_sector,12,12,2615.9235676926874,217.99363064105728,8949.617838463439,128,0,0.2722790999978315,0,0.0,0,
latest,n12_coverage_seams_0,coverage_seams,12,12,3350.2896516875735,279.1908043072978,12456.448258437871,130,10,0.16949320001003798,0,0.0,0,
latest,n12_coverage_seams_1,coverage_seams,12,12,3208.707702275312,267.39230852294264,11083.538511376562,152,10,0.1470195000001695,0,0.0,0,
latest,n12_coverage_seams_2,coverage_seams,12,12,3534.136989844688,294.51141582039065,12880.684949223438,146,11,0.148184300007415,0,0.0,0,
latest,n12_coverage_seams_3,coverage_seams,12,12,3314.565423305959,276.2137852754966,11842.82711652979,145,9,0.12775529999635182,0,0.0,0,
latest,n13_uniform_disk_0,uniform_disk,13,13,3452.0238949791774,265.54029961378285,12875.119474895891,136,1,0.17097559999092482,0,0.0,0,
latest,n13_uniform_disk_1,uniform_disk,13,13,3225.4928710877284,248.11483623751758,12022.464355438642,125,4,0.1904569000034826,0,0.0,0,
latest,n13_uniform_disk_2,uniform_disk,13,13,3185.0108246616974,245.00083266628442,11590.054123308482,133,3,0.18448520000674762,0,0.0,0,
latest,n13_uniform_disk_3,uniform_disk,13,13,2875.669825790385,221.205371214645,9968.349128951924,136,2,0.2086845000012545,0,0.0,0,
latest,n13_outer_ring_0,outer_ring,13,13,3995.168319131761,307.3206399332124,15325.841595658807,144,2,0.18405060000077356,0,0.0,0,
latest,n13_outer_ring_1,outer_ring,13,13,3410.7172106141024,262.36286235493094,12313.58605307051,146,6,0.18528590000641998,0,0.0,0,
latest,n13_outer_ring_2,outer_ring,13,13,3334.062931136308,256.46637931817753,11865.314655681545,149,2,0.1579758000007132,0,0.0,0,
latest,n13_outer_ring_3,outer_ring,13,13,3862.2570591218246,297.09669685552495,15146.285295609123,129,0,0.17143940000096336,0,0.0,0,
latest,n13_two_clusters_0,two_clusters,13,13,2508.6991790767297,192.9768599289792,8663.495895383649,119,0,0.20846290000190493,0,0.0,0,
latest,n13_two_clusters_1,two_clusters,13,13,2311.313366927858,177.79333591752754,7821.56683463929,114,0,0.2149042999953963,0,0.0,0,
latest,n13_two_clusters_2,two_clusters,13,13,2590.7475279982887,199.28827138448375,8938.73763999144,123,1,0.22399159999622498,0,0.0,0,
latest,n13_two_clusters_3,two_clusters,13,13,2575.246910076184,198.09591615970646,8781.234550380923,126,0,0.23423170000023674,0,0.0,0,
latest,n13_narrow_sector_0,narrow_sector,13,13,2381.5630215076367,183.19715550058743,8582.815107538183,101,0,0.23078319999331143,0,0.0,0,
latest,n13_narrow_sector_1,narrow_sector,13,13,2458.9516632458412,189.1501279419878,9004.758316229207,99,2,0.22955160000128672,0,0.0,0,
latest,n13_narrow_sector_2,narrow_sector,13,13,2562.285190737831,197.09886082598697,8866.425953689151,121,1,0.2718574000027729,0,0.0,0,
latest,n13_narrow_sector_3,narrow_sector,13,13,2624.769415565421,201.90533965887852,9053.847077827102,125,1,0.2673073000041768,0,0.0,0,
latest,n13_coverage_seams_0,coverage_seams,13,13,3685.3185355664536,283.4860411974195,13796.592677832265,140,11,0.1682110000110697,0,0.0,0,
