method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,stops,outer_sector_transitions,runtime_s,shared_stops,recovery_actions,max_wait_seen,cover_searches,failure
q2,n11_narrow_sector_2,narrow_sector,11,11,2613.6981777111187,237.60892524646533,9468.490888555592,111,1,22,1,0.42139980000501964,0,0,0,0,
q2,n11_coverage_seams_3,coverage_seams,11,11,3188.0606630596158,289.8236966417833,11340.303315298079,141,10,38,5,0.6921416999975918,0,0,0,0,
q2,n12_uniform_disk_0,uniform_disk,12,12,3178.740787895388,264.89506565794903,11858.703939476938,125,1,28,4,0.6840683000045829,0,0,0,0,
q2,n12_outer_ring_1,outer_ring,12,12,3302.7671070328865,275.23059225274056,11978.835535164433,139,7,32,6,0.815381399996113,0,0,0,0,
q2,n12_two_clusters_2,two_clusters,12,12,2343.279107096473,195.27325892470608,7711.395535482366,123,2,22,3,0.40219119998801034,0,0,0,0,
q2,n12_narrow_sector_3,narrow_sector,12,12,2289.8221835966347,190.81851529971956,7864.110917983173,110,0,20,1,0.2790217000001576,0,0,0,0,
q2,n12_coverage_seams_0,coverage_seams,12,12,3311.8745662017186,275.98954718347653,11984.372831008593,140,8,35,8,0.6220724000013433,0,0,0,0,
q2,n13_uniform_disk_1,uniform_disk,13,13,3097.3989118814357,238.26145476011044,11351.994559407178,125,6,28,5,0.8602459000103408,0,0,0,0,
q2,n13_outer_ring_2,outer_ring,13,13,3988.672522304989,306.8209632542299,15463.362611524943,137,5,33,6,0.4444828999985475,0,0,0,0,
q2,n13_two_clusters_3,two_clusters,13,13,2443.085687940006,187.9296683030774,8605.42843970003,109,2,25,2,0.4618566999997711,0,0,0,0,
q2,n13_narrow_sector_0,narrow_sector,13,13,2654.6661182223115,204.20508601710088,9818.33059111156,105,0,23,1,0.40717900000163354,0,0,0,0,
q2,n13_coverage_seams_1,coverage_seams,13,13,3578.066166258443,275.2358589429572,13150.330831292222,143,13,45,6,0.8698743999993894,0,0,0,0,
q2,n14_uniform_disk_2,uniform_disk,14,14,3635.961647388343,259.7115462420245,14204.808236941717,120,4,35,5,0.8645899999974063,0,0,0,0,
q2,n14_outer_ring_3,outer_ring,14,14,3279.388238067541,234.24201700482436,12131.941190337706,130,2,27,6,0.3064938000024995,0,0,0,0,
q2,n14_two_clusters_0,two_clusters,14,14,2696.06135928516,192.57581137751143,9200.306796425799,131,1,25,3,0.45713870000327006,0,0,0,0,
q2,n14_narrow_sector_1,narrow_sector,14,14,2427.804817876538,173.41462984832415,8794.02408938269,100,0,22,1,0.28405459999339655,0,0,0,0,
q2,n14_coverage_seams_2,coverage_seams,14,14,3427.646532216298,244.831895158307,12443.232661081494,141,12,45,6,0.8591120999917621,0,0,0,0,
q2,n15_uniform_disk_3,uniform_disk,15,15,3512.478086381964,234.1652057587976,13417.390431909824,126,1,29,10,0.7388535999925807,0,0,0,0,
q2,n15_outer_ring_0,outer_ring,15,15,4304.50837050369,286.967224700246,17312.54185251845,128,4,41,6,0.5828799000009894,0,0,0,0,
q2,n15_two_clusters_1,two_clusters,15,15,2498.388286513385,166.55921910089234,8476.941432566928,121,2,25,3,0.47981229999277275,0,0,0,0,
q2,n15_narrow_sector_2,narrow_sector,15,15,2592.0311846492586,172.80207897661725,9155.155923246295,114,2,28,1,0.5146164000034332,0,0,0,0,
q2,n15_coverage_seams_3,coverage_seams,15,15,3577.193838374322,238.4795892249548,13285.969191871605,137,12,46,7,0.8630637000023853,0,0,0,0,
q2,n16_uniform_disk_0,uniform_disk,16,16,3439.179476877005,214.94871730481282,13250.897384385025,118,2,30,6,0.7566647999919951,0,0,0,0,
q2,n16_outer_ring_1,outer_ring,16,16,3387.1349838363058,211.6959364897691,12560.674919181527,130,9,36,6,0.7965918999980204,0,0,0,0,
q2,n16_two_clusters_2,two_clusters,16,16,2141.309926980437,133.8318704362773,7201.549634902186,103,2,23,3,0.4333328999928199,0,0,0,0,
q2,n16_narrow_sector_3,narrow_sector,16,16,1519.3207619695195,94.95754762309497,4576.603809847599,87,2,24,0,0.41451030000462197,0,0,0,0,
