method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,stops,outer_sector_transitions,runtime_s,shared_stops,recovery_actions,max_wait_seen,cover_searches,failure
b5,n13_two_clusters_2,two_clusters,13,13,3110.917610092593,239.30135462250715,11619.588050462962,121,0,24,7,2.870952600002056,6,0,18,0,
b5,n13_coverage_seams_1,coverage_seams,13,13,4456.141090950523,342.780083919271,18065.705454752613,129,2,26,8,2.6939622000063537,4,0,17,0,
b5,n14_outer_ring_0,outer_ring,14,14,4741.784748985985,338.69891064185606,18958.923744929925,147,1,28,8,3.6440940000029514,8,0,17,0,
b5,n14_two_clusters_3,two_clusters,14,14,3207.3247104481693,229.09462217486924,12286.623552240842,114,0,26,6,2.8356912000017473,6,0,17,0,
b5,n14_coverage_seams_2,coverage_seams,14,14,4565.834521313041,326.13103723664574,18824.172606565193,121,2,25,7,2.0760608999989927,2,0,18,0,
b5,n15_outer_ring_1,outer_ring,15,15,6640.851630075597,442.72344200503983,28429.258150377987,147,1,31,11,3.2152057999919634,6,0,21,0,
b5,n15_narrow_sector_0,narrow_sector,15,15,3112.9516130377556,207.53010753585036,12044.758065188777,105,1,28,2,3.310772299999371,6,0,20,0,
b5,n15_coverage_seams_3,coverage_seams,15,15,4874.70529605887,324.9803530705913,20313.52648029435,123,0,26,9,2.6211461999919266,4,0,17,0,
b5,n16_outer_ring_2,outer_ring,16,16,5616.425256249666,351.0265785156041,23407.12628124833,143,0,31,13,3.2706831999967108,8,0,20,0,
b5,n16_narrow_sector_1,narrow_sector,16,16,1404.6328543161542,87.78955339475964,5028.164271580772,53,1,23,1,7.005290900007822,6,0,18,0,
