x,y,J,ED,p_near,p_none,probability_sum
720.0,-1200.0,529.7743144472073,1059.3871554698867,0.0,0.88203125,1.0000000000000002
780.0,-1200.0,520.8086303035456,1041.4585043524287,0.0,0.86640625,1.0000000000000002
840.0,-1200.0,510.9436639529562,1021.7315617880002,0.0,0.8492187499999999,1.0
900.0,-1200.0,503.79394319981503,1007.4342831046832,0.0,0.8367187500000001,1.0000000000000002
960.0,-1200.0,493.48508932006615,986.8197018015652,0.0,0.81875,1.0000000000000002
1020.0,-1200.0,487.62310676440416,975.1442565288347,0.0,0.80859375,1.0000000000000002
1080.0,-1200.0,495.2310809886706,990.3986448958638,0.0,0.821875,1.0000000000000002
1140.0,-1200.0,512.2625974598462,1024.480211514481,0.0,0.8515625,1.0000000000000002
1200.0,-1200.0,535.5588440686257,1071.0768537135061,0.0,0.8921874999999999,1.0
1260.0,-1200.0,558.8550778682571,1117.6601230617268,0.0,0.9328125,1.0000000000000002
1320.0,-1200.0,579.9432302799495,1159.8116061998858,0.0,0.96953125,1.0
-1380.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1320.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1260.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1200.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1140.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1080.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-1020.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-960.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-900.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-840.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-780.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-720.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-660.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-600.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-540.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-480.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
-420.0,-1140.0,597.5925455417879,1195.0030586051948,0.0,1.0,1.0
