method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,stops,outer_sector_transitions,runtime_s,shared_stops,recovery_actions,max_wait_seen,cover_searches,failure
b5,n14_narrow_sector_1,narrow_sector,14,14,2614.525125424904,186.75179467320746,9102.625627124524,121,0,23,4,2.176423500000965,3,0,16,0,
b5,n14_coverage_seams_2,coverage_seams,14,14,3649.755449692036,260.69681783514545,13833.777248460188,137,0,35,8,2.03037230001064,9,0,7,0,
b5,n15_uniform_disk_3,uniform_disk,15,15,3898.001636625441,259.8667757750294,15710.00818312721,114,0,31,7,3.112659499995061,6,0,15,0,
b5,n15_outer_ring_0,outer_ring,15,15,4234.823983193592,282.3215988795728,16624.11991596796,140,0,32,5,2.3679126000060933,9,0,4,0,
b5,n15_two_clusters_1,two_clusters,15,15,3141.0134714822652,209.4008980988177,11925.067357411326,114,0,26,3,6.305585099995369,7,0,9,0,
b5,n15_narrow_sector_2,narrow_sector,15,15,2770.5827235007946,184.70551490005298,9287.913617503975,140,0,25,2,2.7310515999997733,4,0,18,0,
b5,n15_coverage_seams_3,coverage_seams,15,15,3748.006477164467,249.86709847763115,14450.032385822331,132,0,36,7,2.0553160999988904,12,0,7,0,
b5,n16_uniform_disk_0,uniform_disk,16,16,4146.89677321292,259.1810483258075,16639.483866064595,124,0,33,10,2.8710310000024037,7,0,15,0,
b5,n16_outer_ring_1,outer_ring,16,16,4365.009090527624,272.8130681579765,17935.045452638115,116,3,35,7,4.0329404000076465,9,0,15,0,
b5,n16_two_clusters_2,two_clusters,16,16,2195.7769836300063,137.2360614768754,8608.884918150034,66,0,24,4,5.187407699995674,8,0,20,0,
b5,n16_narrow_sector_3,narrow_sector,16,16,1313.5492573803454,82.09682858627158,4412.746286901725,59,0,22,0,5.189102499993169,6,0,17,0,
b5,n16_coverage_seams_0,coverage_seams,16,16,4153.863343725941,259.61645898287134,16104.316718629705,144,0,38,9,2.5627852999896277,8,0,6,0,
b5_global,n10_uniform_disk_2,uniform_disk,10,10,3980.297187603362,398.0297187603362,15841.48593801681,128,0,27,4,1.6269954000017606,6,0,17,0,
b5_global,n10_outer_ring_3,outer_ring,10,10,3421.377599997286,342.1377599997286,12516.887999986435,146,0,29,6,1.060744699992938,6,0,2,0,
b5_global,n10_two_clusters_0,two_clusters,10,10,3308.343733044486,330.8343733044486,12586.718665222432,124,0,21,7,0.8834802000055788,2,0,18,0,
b5_global,n10_narrow_sector_1,narrow_sector,10,10,2864.688156364309,286.4688156364309,9983.440781821546,137,0,23,1,2.6529998000041815,6,0,11,0,
b5_global,n10_coverage_seams_2,coverage_seams,10,10,3960.225972800473,396.0225972800473,15376.129864002365,140,0,26,11,1.4781118000100832,4,0,17,0,
b5_global,n11_uniform_disk_3,uniform_disk,11,11,3725.4524100686976,338.6774918244271,14832.262050343492,118,0,26,7,2.8688563000032445,8,0,18,0,
b5_global,n11_outer_ring_0,outer_ring,11,11,3589.516580811092,326.3196891646447,13467.582904055458,141,0,26,5,1.2865579000063008,6,0,2,0,
b5_global,n11_two_clusters_1,two_clusters,11,11,2987.4926972978037,271.59024520889125,11317.46348648902,112,0,23,3,3.451536099993973,6,0,17,0,
b5_global,n11_narrow_sector_2,narrow_sector,11,11,2632.284193409501,239.29856303722735,9601.420967047507,110,0,24,4,2.8388861999992514,6,0,14,0,
b5_global,n11_coverage_seams_3,coverage_seams,11,11,3091.169978921587,281.01545262923514,11100.849894607936,137,0,28,6,1.4495009999955073,8,0,3,0,
b5_global,n12_uniform_disk_0,uniform_disk,12,12,3404.872911517783,283.7394092931486,12884.364557588919,128,1,24,4,1.3228977000107989,5,0,12,0,
b5_global,n12_outer_ring_1,outer_ring,12,12,5724.596941994957,477.0497451662464,24162.984709974782,138,3,29,12,2.136731899998267,6,0,20,0,
b5_global,n12_two_clusters_2,two_clusters,12,12,3440.798898507118,286.7332415422598,13508.99449253559,114,0,22,3,3.0834147999994457,6,0,10,0,
b5_global,n12_narrow_sector_3,narrow_sector,12,12,3318.60270015807,276.5502250131725,13038.013500790354,109,0,24,0,3.5044886999967275,5,0,17,0,
b5_global,n12_coverage_seams_0,coverage_seams,12,12,4741.615115619967,395.13459296833054,19358.075578099833,136,0,30,9,1.5682193000102416,6,0,17,0,
b5_global,n13_uniform_disk_1,uniform_disk,13,13,4777.234618294902,367.47958602268477,19956.173091474513,121,0,30,6,2.4910464999993565,7,0,17,0,
b5_global,n13_outer_ring_2,outer_ring,13,13,4748.271623051022,365.2516633116171,19186.35811525511,142,0,33,7,2.0470532000035746,8,0,17,0,
b5_global,n13_two_clusters_3,two_clusters,13,13,3644.5229147823316,280.3479165217178,14672.614573911658,108,0,26,4,2.6357990999968024,5,0,20,0,
b5_global,n13_narrow_sector_0,narrow_sector,13,13,2811.843679334963,216.295667641151,10814.218396674813,98,0,24,2,2.8915491000079783,4,0,18,0,
b5_global,n13_coverage_seams_1,coverage_seams,13,13,4501.304071124161,346.25415931724314,18111.52035562081,137,0,33,9,1.855331800004933,9,0,17,0,
b5_global,n14_uniform_disk_2,uniform_disk,14,14,5601.888380379588,400.1348843128277,24474.44190189793,106,1,28,8,2.7978349000040907,8,0,18,0,
