x,y,area_m2,posterior_mass,R_conditional_min_m,R_conditional_max_m
181.67867565104456,-3.068896404906794,9.58726579250501,0.00034693699510444096,1000,1500
181.2683856293545,-2.6725952170731517,9.587265792501096,0.00034693699510429936,1000,1500
174.9981798205294,-2.0862319494651924,9.587265792505006,0.0003469369951044408,1000,1500
175.00231480434695,-1.7044404846066032,9.58726579250501,0.00034693699510444096,1000,1500
175.00561683922,-1.322640907215962,9.587265792501103,0.0003469369951042996,1000,1500
175.008085909432,-0.940835034523737,9.587265792505015,0.0003469369951044411,1000,1500
175.0097220032311,-0.5590246837904763,9.587265792501103,0.0003469369951042996,1000,1500
175.01052511283004,-0.17721167229799786,9.587265792505006,0.0003469369951044408,1000,1500
198.3640385094069,-6.703402189706988,9.587265792505013,0.00034693699510444107,1000,1500
198.38306050317163,-6.2702952219829475,9.587265792501116,0.00034693699510430007,1000,1500
198.40428640126714,-5.837158409877736,9.587265792505027,0.0003469369951044416,1000,1500
198.42910342189188,-5.403993814968967,9.587265792501109,0.0003469369951042998,1000,1500
198.4596214621002,-4.970803498966444,9.587265792505013,0.00034693699510444107,1000,1500
198.4991435392423,-4.537589523702345,9.587265792505017,0.00034693699510444123,1000,1500
204.4020110622771,-4.345672555362425,9.5872657925011,0.00034693699510429947,1000,1500
204.12143531380295,-3.899795589454662,9.58726579250502,0.00034693699510444134,1000,1500
198.60121161463204,-3.2378262622940293,9.58726579250503,0.0003469369951044417,1000,1500
198.60780281447768,-2.8045382704115314,9.5872657925011,0.00034693699510429947,1000,1500
198.61344871162885,-2.3712369299216363,9.587265792505008,0.0003469369951044409,1000,1500
198.6181492792131,-1.9379243031849587,9.587265792505017,0.00034693699510444123,1000,1500
198.62190449485735,-1.5046024526160795,9.587265792501109,0.0003469369951042998,1000,1500
198.62471434068812,-1.0712734406732043,9.587265792505008,0.0003469369951044409,1000,1500
198.62657880333157,-0.6379393298487457,9.587265792501112,0.0003469369951042999,1000,1500
198.62749787391346,-0.20460218265934677,9.587265792505018,0.0003469369951044413,1000,1500
219.47173793034068,-7.416703852554784,9.587265792505013,0.00034693699510444107,1000,1500
219.49776748942327,-6.937667960328955,9.58726579250111,0.00034693699510429985,1000,1500
219.52697616634424,-6.458599047264443,9.58726579250504,0.00034693699510444204,1000,1500
219.56107727013458,-5.979499393559363,9.58726579250111,0.00034693699510429985,1000,1500
224.83458029344183,-5.762179844340145,9.587265792505008,0.0003469369951044409,1000,1500
224.6301184767803,-5.271707191816762,9.587265792505022,0.0003469369951044414,1000,1500
219.6442335942053,-4.542038792711141,9.587265792501102,0.0003469369951042995,1000,1500
219.65362006348371,-4.062838981188218,9.587265792505033,0.0003469369951044418,1000,1500
219.6619610594426,-3.5836198319927557,9.587265792505017,0.00034693699510444123,1000,1500
219.6692565423817,-3.1043836260381177,9.587265792501098,0.0003469369951042994,1000,1500
219.67550647757716,-2.6251326443185476,9.587265792505026,0.00034693699510444156,1000,1500
219.68071083528156,-2.1458691678986415,9.587265792505029,0.00034693699510444166,1000,1500
219.68486959072388,-1.6665954779027459,9.58726579250111,0.00034693699510429985,1000,1500
